"Start Time (EpSec)","Stop Time (EpSec)","Duration (sec)"
1627506.498,1627514.804,8.307
1630913.955,1630922.329,8.374
1633067.976,1633076.283,8.307
1636475.440,1636483.811,8.372
1638629.455,1638637.762,8.307
1642036.922,1642045.294,8.372
1644190.934,1644199.241,8.307
1647598.405,1647606.776,8.372
1649752.413,1649760.720,8.306
1653159.888,1653168.259,8.371
1655313.893,1655322.199,8.307
1658721.371,1658729.742,8.371
1660875.373,1660883.679,8.306
1664282.854,1664291.225,8.371
1666436.853,1666445.159,8.306
1669844.338,1669852.709,8.371
1671998.333,1672006.639,8.306
1675405.818,1675414.189,8.371
1677559.813,1677568.120,8.306
1680967.306,1680975.676,8.371
1683121.294,1683129.600,8.306
1686528.790,1686537.161,8.370
1688682.775,1688691.081,8.306
1692090.275,1692098.645,8.370
1694244.256,1694252.562,8.306
1697651.759,1697660.130,8.370
1699805.737,1699814.044,8.306
1703213.244,1703221.614,8.370
1705367.219,1705375.525,8.306
1708774.730,1708783.099,8.370
1710928.701,1710937.007,8.306
1714336.215,1714344.585,8.370
1716490.183,1716498.489,8.306
1719897.701,1719906.070,8.370
1722051.666,1722059.971,8.306
1725459.187,1725467.556,8.369
1727613.148,1727621.456,8.308
1731020.673,1731029.042,8.369
1733174.631,1733182.937,8.306
1736582.159,1736590.528,8.369
1738736.114,1738744.420,8.306
1742143.646,1742152.015,8.369
1744297.597,1744305.903,8.306
1747705.133,1747713.502,8.369
1749859.081,1749867.389,8.308
1753266.620,1753274.988,8.369
1755420.564,1755428.870,8.306
1758828.107,1758836.476,8.369
1760982.048,1760990.354,8.306
1764389.591,1764397.963,8.372
1766543.533,1766551.838,8.306
1769951.082,1769959.451,8.368
1772105.017,1772113.323,8.305
1775512.570,1775520.938,8.368
1777666.502,1777674.807,8.305
1781074.059,1781082.426,8.368
1783227.987,1783236.292,8.305
1786635.547,1786643.915,8.368
1788789.472,1788797.777,8.305
1792197.036,1792205.403,8.368
1794350.957,1794359.262,8.305
1794359.262,1795666.076,1306.814
1797758.522,1797766.892,8.370
1799912.443,1799920.748,8.305
1803320.014,1803328.381,8.367
1805473.929,1805482.234,8.305
1808881.503,1808889.870,8.367
1811035.417,1811043.722,8.305
1814442.992,1814451.359,8.367
1816596.901,1816605.206,8.305
1820004.482,1820012.849,8.367
1822158.387,1822166.692,8.305
1825565.972,1825574.339,8.367
1827719.874,1827728.179,8.305
1831127.462,1831135.829,8.366
1833281.361,1833289.666,8.305
1836688.953,1836697.319,8.366
1838842.848,1838851.153,8.305
1842250.443,1842258.809,8.366
1844404.336,1844412.640,8.305
1847811.934,1847820.300,8.366
1849965.823,1849974.128,8.305
1853373.425,1853381.791,8.366
1855527.311,1855535.616,8.305
1858934.916,1858943.282,8.366
1861088.799,1861097.104,8.305
1864496.408,1864504.773,8.366
1866650.287,1866658.592,8.305
1870057.900,1870066.265,8.365
1872211.776,1872220.081,8.305
1875619.392,1875627.757,8.365
1877773.267,1877781.572,8.305
1881180.884,1881189.249,8.365
1883334.754,1883343.058,8.305
1886742.376,1886750.741,8.365
1888896.243,1888904.547,8.305
1892303.869,1892312.233,8.365
1894457.732,1894466.037,8.304
1897865.361,1897873.726,8.365
1900019.222,1900027.526,8.304
1903426.854,1903435.219,8.364
1905580.712,1905589.016,8.304
1908988.347,1908996.712,8.364
1911142.202,1911150.506,8.304
1914549.841,1914558.205,8.364
1916703.692,1916711.996,8.304
1920111.334,1920119.698,8.364
1922265.182,1922273.487,8.304
1925672.828,1925681.192,8.364
1927826.673,1927834.977,8.304
1931234.320,1931242.686,8.366
1933388.164,1933396.468,8.304
1936795.817,1936804.180,8.364
1938949.655,1938957.959,8.304
1942357.311,1942365.674,8.363
1944511.146,1944519.450,8.304
1947918.806,1947927.169,8.363
1950072.638,1950080.942,8.304
1953480.301,1953488.664,8.363
1955634.130,1955642.434,8.304
1959041.796,1959050.158,8.363
1961195.622,1961203.926,8.304
1964603.291,1964611.654,8.363
1966757.114,1966765.418,8.304
1970164.786,1970173.149,8.363
1972318.606,1972326.910,8.304
1975726.282,1975734.644,8.362
1977880.101,1977888.405,8.304
1981287.778,1981296.140,8.362
1983441.592,1983449.895,8.304
1986849.274,1986857.636,8.362
1989003.085,1989011.388,8.304
1992410.768,1992419.129,8.361
1994564.578,1994572.882,8.304
1997972.267,1997980.629,8.362
2000126.071,2000134.377,8.306
2003533.764,2003542.125,8.362
2005687.565,2005695.869,8.304
2009095.260,2009103.618,8.358
2011249.059,2011257.362,8.303
2014656.754,2014665.119,8.365
2016810.553,2016818.856,8.303
2020218.255,2020226.616,8.361
2022372.047,2022380.351,8.303
2025779.752,2025788.113,8.361
2027933.542,2027941.845,8.303
2031341.250,2031349.611,8.361
2033495.036,2033503.340,8.303
2036902.748,2036911.109,8.361
2039056.531,2039064.835,8.303
2042464.246,2042472.606,8.360
2044618.026,2044626.330,8.303
2048025.744,2048034.105,8.360
2050179.522,2050187.825,8.303
2053587.243,2053595.603,8.360
2055741.017,2055749.320,8.303
2059148.741,2059157.101,8.360
2061302.513,2061310.816,8.303
2064710.240,2064718.600,8.360
2066864.009,2066872.312,8.303
2070271.739,2070280.099,8.360
2072425.505,2072433.808,8.303
2075833.239,2075841.598,8.359
2077987.001,2077995.304,8.303
2081394.738,2081403.098,8.359
2083548.498,2083556.801,8.303
2086956.238,2086964.597,8.359
2089109.995,2089118.297,8.303
2092517.738,2092526.097,8.359
2094671.492,2094679.794,8.303
2098079.238,2098087.597,8.359
2100232.989,2100241.291,8.303
2103640.738,2103649.097,8.359
2105794.486,2105802.789,8.303
2109202.238,2109210.597,8.359
2111355.986,2111364.286,8.300
2114763.739,2114772.097,8.358
2116917.481,2116925.784,8.303
2120325.240,2120333.598,8.358
2122478.979,2122487.282,8.302
2125886.741,2125895.099,8.358
2128040.477,2128048.780,8.302
2131448.242,2131456.600,8.358
2133601.976,2133610.281,8.305
2137009.743,2137018.101,8.358
2139163.474,2139171.776,8.302
2142571.242,2142579.599,8.357
2144724.973,2144733.275,8.302
2148132.747,2148141.104,8.357
2150286.472,2150294.774,8.302
2153694.249,2153702.606,8.357
2155847.971,2155856.273,8.302
2159255.751,2159264.108,8.357
2161409.470,2161417.772,8.302
2164817.253,2164825.610,8.357
2166970.970,2166979.272,8.302
2170378.756,2170387.112,8.357
2172532.469,2172540.771,8.302
2175940.258,2175948.615,8.357
2178093.969,2178102.271,8.302
2181501.761,2181510.118,8.356
2183655.469,2183663.771,8.302
2187063.264,2187071.616,8.352
2189216.970,2189225.271,8.302
2192624.763,2192633.119,8.355
2194778.470,2194786.772,8.302
2198186.271,2198194.627,8.356
2200339.971,2200348.272,8.302
2203747.775,2203756.130,8.356
2205901.471,2205909.773,8.302
2209309.278,2209317.634,8.356
2211462.973,2211471.274,8.302
2214870.782,2214879.138,8.355
2217024.474,2217032.775,8.302
2220432.287,2220440.642,8.355
2222585.975,2222594.277,8.302
2225993.791,2226002.146,8.355
2228147.477,2228155.778,8.301
2231555.296,2231563.650,8.355
2233708.978,2233717.280,8.301
2237116.800,2237125.155,8.355
2239270.480,2239278.782,8.301
2242678.305,2242686.660,8.355
2244831.983,2244840.284,8.301
2248239.810,2248248.164,8.354
2250393.485,2250401.786,8.301
2253801.315,2253809.670,8.354
2255954.987,2255963.289,8.301
2259362.821,2259371.175,8.354
2261516.490,2261524.791,8.301
2264924.326,2264932.680,8.354
2267077.993,2267086.294,8.301
2270485.832,2270494.186,8.354
2272639.499,2272647.800,8.301
2276047.338,2276055.692,8.353
2278200.999,2278209.300,8.301
2281608.842,2281617.194,8.353
2283762.503,2283770.804,8.301
2287170.351,2287178.704,8.353
2289324.006,2289332.307,8.301
2292731.857,2292740.210,8.353
2294885.510,2294893.811,8.301
2298293.364,2298301.716,8.353
2300447.014,2300455.315,8.301
2303854.870,2303863.223,8.353
2306008.518,2306016.819,8.301
2309416.377,2309424.730,8.352
2311570.023,2311578.323,8.301
2314977.885,2314986.237,8.352
2317131.527,2317139.828,8.301
2320539.392,2320547.744,8.352
2322693.032,2322701.333,8.301
2326100.899,2326109.251,8.352
2328254.537,2328262.837,8.301
2331662.405,2331670.756,8.351
2333816.042,2333824.342,8.300
2337223.915,2337232.267,8.352
2339377.547,2339385.850,8.303
2342785.423,2342793.774,8.351
2344939.053,2344947.353,8.300
2348346.931,2348355.282,8.351
2350500.558,2350508.859,8.300
2353908.439,2353916.787,8.347
2356062.064,2356070.364,8.300
2359469.948,2359478.295,8.347
2361623.570,2361631.870,8.300
2365031.457,2365039.807,8.351
2367185.076,2367193.376,8.300
2370592.966,2370601.316,8.351
2372746.582,2372754.882,8.300
2376154.475,2376162.825,8.350
2378308.089,2378316.389,8.300
2381715.984,2381724.334,8.350
2383869.595,2383877.895,8.300
2387277.493,2387285.843,8.350
2389431.102,2389439.402,8.300
2392839.003,2392847.353,8.350
2394992.609,2395000.909,8.300
2398400.512,2398408.862,8.350
2400554.116,2400562.416,8.300
2403962.022,2403970.372,8.350
2406115.624,2406123.924,8.300
2409523.529,2409531.882,8.352
2411677.131,2411685.431,8.300
2415085.042,2415093.392,8.349
2417238.639,2417246.939,8.300
2420646.553,2420654.902,8.349
2422800.147,2422808.446,8.300
2426208.063,2426216.412,8.349
2428361.657,2428369.955,8.297
2431769.574,2431777.923,8.349
2433923.163,2433931.463,8.299
2437331.085,2437339.433,8.348
2439484.671,2439492.973,8.302
2442892.596,2442900.944,8.348
2445046.180,2445054.479,8.299
2448454.107,2448462.455,8.348
2450607.691,2450615.991,8.300
2454015.618,2454023.966,8.348
2456169.198,2456177.497,8.299
2459577.130,2459585.477,8.348
2461730.707,2461739.006,8.299
2465138.637,2465146.989,8.352
2467292.216,2467300.515,8.299
2470700.153,2470708.500,8.347
2472853.725,2472862.024,8.299
2476261.665,2476270.012,8.347
2478415.235,2478423.534,8.299
2481823.177,2481831.524,8.347
2483976.744,2483985.043,8.299
2487384.689,2487393.036,8.347
2489538.254,2489546.553,8.299
2492946.202,2492954.548,8.347
2495099.764,2495108.063,8.299
2498507.714,2498516.061,8.347
2500661.274,2500669.573,8.299
2504069.227,2504077.573,8.346
2506222.785,2506231.084,8.299
2509630.740,2509639.086,8.346
2511784.295,2511792.594,8.299
2515192.253,2515200.599,8.346
2517345.806,2517354.105,8.299
2520753.766,2520762.112,8.346
2522907.317,2522915.615,8.299
2526315.279,2526323.625,8.346
2528468.828,2528477.126,8.298
2531876.793,2531885.138,8.345
2534030.341,2534038.640,8.298
2537438.306,2537446.652,8.345
2539591.850,2539600.149,8.298
2542999.820,2543008.165,8.345
2545153.362,2545161.660,8.298
2548561.334,2548569.679,8.345
2550714.873,2550723.172,8.298
2554122.848,2554131.193,8.345
2556276.385,2556284.683,8.298
2559684.362,2559692.707,8.345
2561837.897,2561846.195,8.298
2565245.877,2565254.221,8.344
2567399.409,2567407.707,8.298
2570807.391,2570815.736,8.344
2572960.922,2572969.220,8.298
2576368.906,2576377.250,8.344
2578522.434,2578530.732,8.298
2581930.421,2581938.765,8.344
2584083.947,2584092.244,8.298
2587491.936,2587500.280,8.344
2589645.459,2589653.757,8.298
2593053.451,2593061.794,8.343
2595206.972,2595215.270,8.298
2598614.966,2598623.310,8.343
2600768.488,2600776.783,8.295
2604176.482,2604184.825,8.343
2606329.998,2606338.296,8.298
2609737.997,2609746.340,8.343
2611891.512,2611899.809,8.298
2615299.513,2615307.856,8.343
2617453.025,2617461.323,8.298
2620861.029,2620869.371,8.343
2623014.539,2623022.836,8.297
2626422.545,2626430.887,8.342
2628576.053,2628584.350,8.297
2631984.061,2631992.403,8.342
2634137.567,2634145.864,8.297
2637545.577,2637553.919,8.342
2639699.083,2639707.381,8.297
2643107.094,2643115.435,8.342
2645260.595,2645268.892,8.297
2648668.610,2648676.952,8.342
2650822.110,2650830.407,8.297
2654230.127,2654238.468,8.341
2656383.624,2656391.921,8.297
2659791.641,2659799.982,8.341
2661945.139,2661953.436,8.297
2665353.161,2665361.502,8.341
2667506.654,2667514.951,8.297
2670914.678,2670923.019,8.341
2673068.169,2673076.466,8.297
2676476.195,2676484.536,8.341
2678629.684,2678637.981,8.297
2682037.713,2682046.053,8.341
2684191.199,2684199.496,8.297
2687599.228,2687607.567,8.340
2689752.715,2689761.011,8.297
2693160.748,2693169.088,8.340
2695314.230,2695322.527,8.297
2698722.266,2698730.606,8.340
2700875.746,2700884.043,8.297
2704283.781,2704292.123,8.342
2706437.262,2706445.558,8.297
2709845.302,2709853.641,8.340
2711998.778,2712007.074,8.296
2715406.820,2715415.159,8.339
2717560.294,2717568.591,8.296
2720968.338,2720976.678,8.339
2723121.810,2723130.107,8.296
2726529.857,2726538.196,8.339
2728683.327,2728691.623,8.296
2732091.375,2732099.714,8.339
2734244.844,2734253.140,8.296
2737652.891,2737661.233,8.342
2739806.360,2739814.656,8.296
2743214.413,2743222.752,8.338
2745367.877,2745376.173,8.296
2748775.932,2748784.271,8.338
2750929.394,2750937.690,8.296
2754337.451,2754345.790,8.338
2756490.912,2756499.210,8.298
2759898.971,2759907.309,8.338
2762052.431,2762060.727,8.296
2765460.490,2765468.828,8.338
2767613.946,2767622.242,8.296
2771022.010,2771030.347,8.338
2773175.468,2773183.760,8.292
2776583.529,2776591.867,8.337
2778736.982,2778745.277,8.296
2782145.049,2782153.382,8.333
2784298.499,2784306.795,8.296
2787706.565,2787714.902,8.337
2789860.018,2789868.313,8.296
2793268.085,2793276.426,8.341
2795421.536,2795429.831,8.296
2798829.610,2798837.946,8.337
2800983.054,2800991.349,8.295
2804391.130,2804399.466,8.336
2806544.572,2806552.868,8.295
2809952.650,2809960.987,8.336
2812106.091,2812114.386,8.295
2815514.171,2815522.507,8.336
2817667.610,2817675.905,8.295
2821075.692,2821084.028,8.336
2823229.129,2823237.424,8.295
2826637.210,2826645.545,8.335
2828790.648,2828798.943,8.295
2832198.734,2832207.069,8.335
2834352.167,2834360.464,8.298
2837760.255,2837768.590,8.335
2839913.686,2839921.981,8.295
2843321.776,2843330.111,8.335
2845475.205,2845483.500,8.295
2848883.297,2848891.632,8.335
2851036.725,2851045.020,8.295
2854444.816,2854453.153,8.337
2856598.244,2856606.539,8.295
2860006.340,2860014.675,8.335
2862159.764,2862168.059,8.295
2865567.862,2865576.196,8.334
2867721.284,2867729.579,8.295
2871129.384,2871137.718,8.334
2873282.804,2873291.099,8.295
2876690.904,2876699.240,8.336
2878844.324,2878852.619,8.295
2882252.428,2882260.762,8.334
2884405.845,2884414.139,8.294
2887813.950,2887822.284,8.334
2889967.365,2889975.660,8.294
2893375.470,2893383.803,8.333
2895528.886,2895537.180,8.294
2898936.995,2898945.328,8.333
2901090.406,2901098.701,8.294
2904498.518,2904506.851,8.333
2906651.927,2906660.224,8.297
2910060.040,2910068.373,8.333
2912213.448,2912221.742,8.294
2915621.561,2915629.896,8.335
2917774.969,2917783.263,8.294
2921183.086,2921191.419,8.332
2923336.490,2923344.784,8.294
2926744.609,2926752.941,8.332
2928898.012,2928906.308,8.296
2932306.129,2932314.461,8.332
2934459.533,2934467.827,8.294
2937867.652,2937875.988,8.335
2940021.055,2940029.349,8.294
2943429.176,2943437.511,8.335
2945582.577,2945590.870,8.294
2948990.703,2948999.034,8.331
2951144.098,2951152.392,8.294
2954552.226,2954560.558,8.331
2956705.620,2956713.914,8.294
2960113.746,2960122.081,8.335
2962267.142,2962275.436,8.293
2965675.274,2965683.605,8.331
2967828.665,2967836.958,8.293
2971236.798,2971245.129,8.331
2973390.187,2973398.480,8.293
2976798.322,2976806.653,8.330
2978951.709,2978960.003,8.293
2982359.846,2982368.177,8.330
2984513.232,2984521.528,8.296
2987921.371,2987929.701,8.330
2990074.755,2990083.048,8.293
2993482.892,2993491.225,8.333
2995636.278,2995644.571,8.293
2999044.415,2999052.749,8.335
3001197.801,3001206.094,8.293
3004605.944,3004614.274,8.329
3006759.324,3006767.617,8.293
3010167.469,3010175.798,8.329
3012320.847,3012329.140,8.293
3015728.994,3015737.323,8.329
3017882.370,3017890.663,8.293
3021290.519,3021298.848,8.329
3023443.894,3023452.186,8.293
3026852.044,3026860.373,8.329
3029005.417,3029013.710,8.293
3032413.569,3032421.895,8.325
3034566.941,3034575.233,8.293
3037975.095,3037983.418,8.323
3040128.464,3040136.757,8.293
3043536.617,3043544.945,8.328
3045689.988,3045698.281,8.292
3049098.146,3049106.470,8.324
3051251.512,3051259.805,8.292
3054659.667,3054667.995,8.327
3056813.037,3056821.329,8.292
3060221.197,3060229.525,8.327
3062374.561,3062382.853,8.292
3065782.723,3065791.050,8.327
3067936.085,3067944.377,8.292
3071344.249,3071352.576,8.327
3073497.610,3073505.902,8.292
3076905.775,3076914.102,8.327
3079059.134,3079067.426,8.292
3082467.301,3082475.628,8.327
3084620.659,3084628.953,8.294
3088028.828,3088037.154,8.326
3090182.184,3090190.476,8.292
3093590.354,3093598.676,8.322
3095743.709,3095752.000,8.292
3099151.877,3099160.203,8.326
3101305.234,3101313.525,8.292
3104713.403,3104721.729,8.326
3106866.759,3106875.050,8.292
3110274.930,3110283.260,8.330
3112428.284,3112436.576,8.292
3115836.461,3115844.782,8.321
3117989.809,3117998.101,8.291
3121397.983,3121406.313,8.330
3123551.335,3123559.626,8.291
3126959.515,3126967.840,8.325
3129112.861,3129121.152,8.291
3132521.042,3132529.367,8.325
3134674.386,3134682.677,8.291
3138082.569,3138090.894,8.325
3140235.912,3140244.203,8.291
3143644.096,3143652.421,8.324
3145797.438,3145805.729,8.291
3149205.624,3149213.948,8.324
3151358.964,3151367.255,8.291
3154767.149,3154775.472,8.324
3156920.490,3156928.781,8.291
3160328.679,3160337.003,8.324
3162482.016,3162490.307,8.291
3165890.207,3165898.530,8.324
3168043.543,3168051.836,8.293
3171451.735,3171460.058,8.323
3173605.069,3173613.360,8.291
3177013.262,3177021.586,8.323
3179166.596,3179174.889,8.293
3182574.790,3182583.113,8.323
3184728.122,3184736.413,8.291
3188136.314,3188144.636,8.322
3190289.649,3190297.940,8.291
3193697.847,3193706.169,8.323
3195851.176,3195859.466,8.290
3199259.375,3199267.697,8.322
3201412.703,3201420.993,8.290
3204820.903,3204829.226,8.322
3206974.230,3206982.520,8.290
3210382.432,3210390.754,8.322
3212535.757,3212544.048,8.290
3215943.961,3215952.282,8.322
3218097.285,3218105.575,8.290
3221505.489,3221513.811,8.322
3223658.812,3223667.105,8.293
3227067.018,3227075.339,8.321
3229220.339,3229228.629,8.290
3232628.543,3232636.868,8.325
3234781.867,3234790.157,8.290
3238190.072,3238198.397,8.325
3240343.395,3240351.685,8.290
3243751.600,3243759.926,8.325
3245904.923,3245913.212,8.290
3249313.134,3249321.450,8.316
3251466.450,3251474.740,8.290
3254874.663,3254882.984,8.320
3257027.978,3257036.268,8.290
3260436.193,3260444.513,8.320
3262589.509,3262597.796,8.287
3265997.722,3266006.042,8.320
3268151.035,3268159.324,8.289
3271559.251,3271567.568,8.316
3273712.563,3273720.852,8.289
3277120.781,3277129.101,8.319
3279274.091,3279282.381,8.289
3282682.311,3282690.630,8.319
3284835.620,3284843.909,8.289
3288243.841,3288252.156,8.315
3290397.149,3290405.438,8.289
3293805.370,3293813.685,8.315
3295958.677,3295966.966,8.289
3299366.900,3299375.219,8.319
3301520.206,3301528.495,8.289
3304928.430,3304936.749,8.318
3307081.735,3307090.024,8.289
3310489.960,3310498.279,8.318
3312643.264,3312651.553,8.289
3316051.491,3316059.809,8.318
3318204.793,3318213.082,8.289
3321613.021,3321621.339,8.318
3323766.324,3323774.611,8.286
3327174.551,3327182.869,8.318
3329327.851,3329336.140,8.289
3332736.082,3332744.399,8.317
3334889.381,3334897.669,8.288
3338297.608,3338305.930,8.322
3340450.910,3340459.198,8.288
3343859.143,3343867.460,8.317
3346012.440,3346020.728,8.288
3349420.674,3349428.990,8.317
3351573.969,3351582.257,8.288
3354982.204,3354990.521,8.317
3357135.501,3357143.787,8.286
3360543.735,3360552.052,8.316
3362697.032,3362705.317,8.284
3366105.266,3366113.582,8.316
3368258.559,3368266.849,8.291
3371666.797,3371675.113,8.316
3373820.088,3373828.376,8.288
3377228.325,3377236.644,8.319
3379381.619,3379389.906,8.288
3382789.856,3382798.175,8.319
3384943.149,3384951.436,8.288
3388351.391,3388359.706,8.315
3390504.679,3390512.967,8.288
3393912.922,3393921.237,8.315
3396066.209,3396074.497,8.288
3399474.454,3399482.769,8.315
3401627.740,3401636.027,8.288
3405035.985,3405044.300,8.315
3407189.270,3407197.558,8.287
3410597.513,3410605.831,8.318
3412750.801,3412759.088,8.287
3416159.049,3416167.363,8.314
3418312.331,3418320.619,8.287
3421720.580,3421728.894,8.314
3423873.862,3423882.149,8.287
3427282.112,3427290.426,8.314
3429435.393,3429443.680,8.287
3432843.644,3432851.958,8.314
3434996.924,3435005.211,8.287
3438405.176,3438413.489,8.313
3440558.455,3440566.742,8.287
3443966.705,3443975.018,8.313
3446119.986,3446128.273,8.287
3449528.240,3449536.553,8.313
3451681.517,3451689.804,8.287
3455089.772,3455098.085,8.313
3457243.048,3457251.335,8.287
3460651.300,3460659.613,8.312
3462804.580,3462812.866,8.287
3466212.837,3466221.149,8.312
3468366.111,3468374.398,8.287
3471774.369,3471782.681,8.312
3473927.643,3473935.929,8.286
3477335.902,3477344.214,8.312
3479489.174,3479497.461,8.286
3482897.431,3482905.746,8.315
3485050.706,3485058.992,8.286
3488458.964,3488467.275,8.311
3490612.238,3490620.524,8.286
3494020.500,3494028.808,8.308
3496173.770,3496182.056,8.286
3499582.033,3499590.344,8.311
3501735.301,3501743.587,8.286
3505143.565,3505151.872,8.307
3507296.833,3507305.119,8.286
3510705.094,3510713.409,8.315
3512858.365,3512866.651,8.286
3516266.631,3516274.942,8.310
3518419.898,3518428.183,8.286
3521828.164,3521836.475,8.310
3523981.430,3523989.716,8.286
3527389.697,3527398.007,8.310
3529542.962,3529551.248,8.286
3532951.231,3532959.540,8.310
3535104.495,3535112.780,8.285
3538512.764,3538521.073,8.310
3540666.027,3540674.312,8.285
3544074.297,3544082.607,8.309
3546227.559,3546235.845,8.285
3549635.831,3549644.140,8.309
3551789.092,3551797.377,8.285
3555197.364,3555205.669,8.305
3557350.625,3557358.910,8.285
3560758.893,3560767.202,8.309
3562912.157,3562920.442,8.285
3566320.431,3566328.740,8.308
3568473.690,3568481.975,8.285
3571881.965,3571890.273,8.308
3574035.223,3574043.508,8.285
3577443.498,3577451.807,8.308
3579596.756,3579605.041,8.285
3583005.029,3583013.340,8.311
3585158.289,3585166.574,8.285
3588566.566,3588574.874,8.308
3590719.822,3590728.107,8.285
3594128.096,3594136.404,8.307
3596281.355,3596289.640,8.285
3599689.630,3599697.941,8.311
3601842.888,3601851.173,8.285
3605251.168,3605259.475,8.307
3607404.422,3607412.706,8.284
3610812.698,3610821.009,8.311
3612965.955,3612974.240,8.284
3616374.236,3616382.543,8.307
3618527.489,3618535.773,8.284
3621935.765,3621944.077,8.311
3624089.022,3624097.306,8.284
3627497.301,3627505.607,8.306
3629650.556,3629658.840,8.284
3633058.839,3633067.141,8.302
3635212.089,3635220.373,8.284
3638620.373,3638628.679,8.306
3640773.623,3640781.907,8.284
3644181.908,3644190.213,8.305
3646335.157,3646343.441,8.284
3649743.442,3649751.743,8.300
3651896.691,3651904.974,8.284
3655304.977,3655313.282,8.305
3657458.224,3657466.508,8.284
3660866.511,3660874.816,8.305
3663019.758,3663028.042,8.284
3666428.046,3666436.351,8.305
3668581.292,3668589.576,8.284
3671989.578,3671997.885,8.307
3674142.827,3674151.110,8.283
3677551.116,3677559.420,8.304
3679704.361,3679712.644,8.283
3683112.646,3683120.954,8.308
3685265.895,3685274.178,8.283
3688674.185,3688682.489,8.304
3690827.429,3690835.712,8.283
3694235.720,3694244.024,8.303
3696388.964,3696397.247,8.283
3699797.251,3699805.559,8.307
3701950.498,3701958.781,8.283
3705358.790,3705367.089,8.299
3707512.032,3707520.315,8.283
3710920.325,3710928.628,8.303
3713073.567,3713081.850,8.283
3716481.861,3716490.163,8.303
3718635.102,3718643.387,8.285
3722043.396,3722051.698,8.302
3724196.636,3724204.919,8.283
3727604.928,3727613.233,8.306
3729758.171,3729766.453,8.283
3733166.463,3733174.768,8.306
3735319.706,3735327.988,8.283
3738728.002,3738736.303,8.302
3740881.240,3740889.523,8.282
3744289.537,3744297.839,8.302
3746442.775,3746451.058,8.282
3749851.073,3749859.374,8.301
3752004.310,3752012.593,8.282
3755412.608,3755420.905,8.297
3757565.845,3757574.127,8.282
3760974.144,3760982.440,8.296
3763127.380,3763135.662,8.282
3766535.679,3766543.980,8.301
3768688.915,3768697.197,8.282
3772097.215,3772105.515,8.300
3774250.451,3774258.732,8.282
3777658.748,3777667.048,8.300
3779811.986,3779820.268,8.282
3783220.286,3783228.586,8.300
3785373.521,3785381.803,8.282
3788781.822,3788790.122,8.300
3790935.056,3790943.338,8.282
3794343.358,3794351.657,8.299
3796496.592,3796504.873,8.282
3799904.891,3799913.190,8.299
3802058.127,3802066.409,8.281
3805466.430,3805474.729,8.299
3807619.663,3807627.944,8.281
3811027.966,3811036.261,8.295
3813181.198,3813189.479,8.281
3816589.498,3816597.797,8.299
3818742.734,3818751.015,8.281
3822151.033,3822159.336,8.303
3824304.269,3824312.550,8.281
3827712.570,3827720.868,8.298
3829865.805,3829874.086,8.281
3833274.110,3833282.408,8.298
3835427.341,3835435.622,8.281
3838835.642,3838843.944,8.302
3840988.877,3840997.160,8.283
3844397.182,3844405.480,8.298
3846550.412,3846558.693,8.281
3849958.718,3849967.016,8.297
3852111.948,3852120.229,8.281
3855520.252,3855528.552,8.300
3857673.484,3857681.765,8.281
3861081.791,3861090.088,8.297
3863235.020,3863243.301,8.281
3866643.323,3866651.620,8.297
3868796.556,3868804.837,8.280
3872204.864,3872213.156,8.292
3874358.092,3874366.373,8.280
3877766.400,3877774.692,8.292
3879919.628,3879927.909,8.280
3883327.937,3883336.233,8.296
3885481.164,3885489.445,8.280
3888889.473,3888897.769,8.296
3891042.701,3891050.981,8.280
3894451.007,3894459.304,8.297
3896604.237,3896612.517,8.280
3900012.542,3900020.842,8.300
3902165.773,3902174.053,8.280
3905574.083,3905582.378,8.295
3907727.312,3907735.592,8.280
3911135.620,3911143.915,8.295
3913288.846,3913297.126,8.280
3916697.157,3916705.451,8.295
3918850.382,3918858.662,8.280
3922258.690,3922266.985,8.295
3924411.919,3924420.198,8.280
3927820.226,3927828.521,8.294
3929973.455,3929981.735,8.279
3933381.767,3933390.057,8.290
3935534.992,3935543.271,8.279
3938943.301,3938951.593,8.292
3941096.528,3941104.808,8.279
3944504.841,3944513.130,8.289
3946658.065,3946666.344,8.279
3950066.377,3950074.671,8.293
3952219.602,3952227.881,8.279
3955627.914,3955636.203,8.289
3957781.138,3957789.420,8.282
3961189.451,3961197.744,8.293
3963342.675,3963350.954,8.279
3966750.988,3966759.278,8.290
3968904.212,3968912.491,8.279
3972312.522,3972320.818,8.296
3974465.749,3974474.027,8.279
3977874.059,3977882.355,8.296
3980027.286,3980035.564,8.279
3983435.599,3983443.888,8.288
3985588.822,3985597.101,8.279
3988997.133,3989005.424,8.292
3991150.359,3991158.638,8.279
3994558.674,3994566.965,8.292
3996711.896,3996720.175,8.278
4000120.211,4000128.502,8.291
4002273.433,4002281.712,8.278
4005681.748,4005690.039,8.291
4007834.970,4007843.249,8.278
4011243.285,4011251.576,8.291
4013396.510,4013404.786,8.276
4016804.823,4016813.113,8.291
4018958.044,4018966.323,8.278
4022366.360,4022374.647,8.287
4024519.582,4024527.860,8.278
4027927.897,4027936.187,8.290
4030081.119,4030089.397,8.278
4033489.434,4033497.724,8.290
4035642.656,4035650.934,8.278
4039050.968,4039059.262,8.294
4041204.193,4041212.471,8.278
4044612.505,4044620.799,8.294
4046765.730,4046774.008,8.278
