"Start Time (EpSec)","Stop Time (EpSec)","Duration (sec)"
4050174.043,4050182.332,8.289
4052327.268,4052335.545,8.278
4055735.580,4055743.873,8.293
4057888.805,4057897.082,8.277
4061297.121,4061305.406,8.285
4063450.342,4063458.620,8.277
4066858.656,4066866.948,8.291
4069011.880,4069020.157,8.277
4072420.192,4072428.485,8.293
4074573.417,4074581.694,8.277
4077981.734,4077990.022,8.288
4080134.957,4080143.232,8.275
4083543.271,4083551.559,8.288
4085696.492,4085704.769,8.277
4089104.809,4089113.092,8.283
4091258.030,4091266.306,8.277
4094666.344,4094674.632,8.288
4096819.567,4096827.844,8.277
4100227.884,4100236.167,8.283
4102381.105,4102389.381,8.277
4105789.422,4105797.709,8.287
4107942.642,4107950.919,8.277
4111350.955,4111359.246,8.291
4113504.180,4113512.456,8.277
4116912.493,4116920.779,8.287
4119065.717,4119073.994,8.276
4122474.035,4122482.316,8.281
4124627.255,4124635.531,8.276
4128035.572,4128043.858,8.286
4130188.793,4130197.069,8.276
4133597.110,4133605.396,8.286
4135750.330,4135758.607,8.276
4139158.645,4139166.931,8.286
4141311.868,4141320.144,8.276
4144720.185,4144728.467,8.281
4146873.406,4146881.682,8.276
4150281.718,4150290.008,8.290
4152434.944,4152443.219,8.276
4155843.261,4155851.546,8.285
4157996.481,4158004.757,8.276
4161404.795,4161413.083,8.288
4163558.019,4163566.295,8.276
4166966.336,4166974.621,8.285
4169119.557,4169127.833,8.276
4172527.874,4172536.155,8.281
4174681.095,4174689.370,8.276
4178089.412,4178097.692,8.280
4180242.633,4180250.908,8.275
4183650.946,4183659.234,8.288
4185804.170,4185812.446,8.275
4189212.487,4189220.767,8.280
4191365.709,4191373.984,8.275
4194774.025,4194782.309,8.284
4196927.246,4196935.522,8.275
4200335.563,4200343.846,8.283
4202488.784,4202497.059,8.275
4205897.097,4205905.384,8.287
4208050.322,4208058.597,8.275
4211458.636,4211466.919,8.283
4213611.860,4213620.135,8.275
4217020.177,4217028.455,8.279
4219173.398,4219181.673,8.275
4222581.715,4222589.992,8.277
4224734.936,4224743.211,8.275
4228143.252,4228151.535,8.282
4230296.474,4230304.749,8.275
4233704.788,4233713.072,8.284
4235858.012,4235866.287,8.275
4239266.328,4239274.610,8.282
4241419.550,4241427.825,8.275
4244827.866,4244836.148,8.282
4246981.088,4246989.363,8.274
4250389.401,4250397.682,8.281
4252542.626,4252550.901,8.274
4255950.942,4255959.223,8.281
4258104.164,4258112.439,8.274
4261512.480,4261520.761,8.281
4263665.702,4263673.977,8.274
4267074.018,4267082.295,8.277
4269227.241,4269235.515,8.274
4272635.556,4272643.832,8.276
4274788.779,4274797.053,8.274
4278197.094,4278205.374,8.280
4280350.317,4280358.591,8.274
4283758.629,4283766.909,8.280
4285911.855,4285920.129,8.274
4289320.170,4289328.446,8.277
4291473.393,4291481.667,8.274
4294881.707,4294889.987,8.280
4297034.931,4297043.205,8.274
4300443.245,4300451.525,8.279
4302596.469,4302604.743,8.274
4306004.783,4306013.059,8.275
4308158.007,4308166.281,8.273
4311566.317,4311574.596,8.279
4313719.546,4313727.819,8.273
4317127.859,4317136.138,8.279
4319281.086,4319289.357,8.271
4322689.397,4322697.676,8.278
4324842.622,4324850.895,8.273
4328250.935,4328259.209,8.274
4330404.163,4330412.433,8.271
4333812.473,4333820.751,8.278
4335965.698,4335973.971,8.273
4339374.011,4339382.286,8.275
4341527.237,4341535.510,8.273
4344935.546,4344943.823,8.278
4347088.775,4347097.048,8.273
4350497.083,4350505.361,8.277
4352650.313,4352658.586,8.273
4356058.621,4356066.902,8.281
4358211.851,4358220.124,8.273
4361620.159,4361628.439,8.281
4363773.389,4363781.662,8.273
4367181.701,4367189.973,8.273
4369334.930,4369343.200,8.270
4372743.238,4372751.515,8.276
4374896.466,4374904.738,8.272
4378304.776,4378313.053,8.276
4380458.004,4380466.276,8.272
4383866.311,4383874.587,8.276
4386019.542,4386027.815,8.272
4389427.849,4389436.125,8.276
4391581.081,4391589.353,8.272
4394989.387,4394997.662,8.275
4397142.619,4397150.891,8.272
4400550.928,4400559.203,8.275
4402704.157,4402712.429,8.272
4406112.466,4406120.741,8.275
4408265.695,4408273.967,8.272
4411673.999,4411682.275,8.276
4413827.233,4413835.505,8.272
4417235.541,4417243.816,8.275
4419388.772,4419397.043,8.272
4422797.079,4422805.354,8.274
4424950.310,4424958.581,8.272
4428358.614,4428366.888,8.274
4430511.848,4430520.120,8.271
4433920.155,4433928.426,8.271
4436073.386,4436081.658,8.271
4439481.690,4439489.967,8.277
4441634.924,4441643.196,8.271
4445043.228,4445051.501,8.273
4447196.463,4447204.734,8.271
4450604.768,4450613.042,8.273
4452758.001,4452766.272,8.271
4456166.306,4456174.576,8.270
4458319.539,4458327.810,8.271
4461727.844,4461736.113,8.269
4463881.077,4463889.348,8.271
4467289.378,4467297.654,8.276
4469442.615,4469450.886,8.271
4472850.916,4472859.192,8.276
4475004.154,4475012.424,8.271
4478412.457,4478420.729,8.272
4480565.692,4480573.962,8.271
4483973.995,4483982.263,8.268
4486127.230,4486135.501,8.271
4489535.529,4489543.800,8.272
4491688.768,4491697.039,8.270
4495097.070,4495105.342,8.272
4497250.306,4497258.577,8.270
4500658.608,4500666.879,8.271
4502811.844,4502820.115,8.270
4506220.146,4506228.413,8.268
4508373.382,4508381.653,8.270
4511781.683,4511789.950,8.267
4513934.921,4513943.191,8.270
4517343.221,4517351.488,8.267
4519496.459,4519504.731,8.273
4522904.758,4522913.029,8.270
4525057.997,4525066.267,8.270
4528466.295,4528474.563,8.268
4530619.535,4530627.805,8.270
4534027.833,4534036.100,8.267
4536181.073,4536189.343,8.270
4539589.371,4539597.638,8.267
4541742.611,4541750.881,8.270
4545150.906,4545159.178,8.272
4547304.149,4547312.419,8.270
4550712.446,4550720.715,8.269
4552865.687,4552873.956,8.270
4556273.980,4556282.253,8.272
4558427.225,4558435.494,8.269
4561835.518,4561843.786,8.269
4563988.763,4563997.032,8.269
4567397.058,4567405.327,8.269
4569550.301,4569558.570,8.269
4572958.592,4572966.864,8.272
4575111.839,4575120.108,8.269
4578520.133,4578528.401,8.268
4580673.377,4580681.646,8.269
4584081.670,4584089.934,8.263
4586234.915,4586243.184,8.269
4589643.205,4589651.475,8.271
4591796.453,4591804.722,8.269
4595204.745,4595213.013,8.267
4597357.991,4597366.259,8.269
4600766.282,4600774.546,8.264
4602919.528,4602927.797,8.269
4606327.820,4606336.083,8.264
4608481.066,4608489.335,8.269
4611889.357,4611897.624,8.267
4614042.604,4614050.873,8.269
4617450.890,4617459.157,8.267
4619604.142,4619612.410,8.268
4623012.431,4623020.698,8.266
4625165.680,4625173.948,8.268
4628573.965,4628582.235,8.270
4630727.218,4630735.486,8.268
4634135.506,4634143.772,8.266
4636288.755,4636297.023,8.268
4639697.043,4639705.304,8.261
4641850.293,4641858.561,8.268
4645258.580,4645266.843,8.263
4647411.831,4647420.099,8.268
4650820.117,4650828.382,8.265
4652973.368,4652981.636,8.268
4656381.651,4656389.919,8.268
4658534.906,4658543.174,8.268
4661943.191,4661951.456,8.265
4664096.444,4664104.711,8.268
4667504.728,4667512.989,8.262
4669657.981,4669666.249,8.268
4673066.265,4673074.529,8.264
4675219.519,4675227.787,8.268
4678627.798,4678636.066,8.267
4680781.057,4680789.324,8.267
4684189.338,4684197.599,8.260
4686342.594,4686350.861,8.267
4689750.875,4689759.135,8.260
4691904.132,4691912.399,8.267
4695312.412,4695320.671,8.259
4697465.673,4697473.936,8.263
4700873.946,4700882.210,8.263
4703027.207,4703035.474,8.267
4706435.483,4706443.746,8.263
4708588.744,4708597.011,8.267
4711997.019,4712005.282,8.263
4714150.281,4714158.548,8.267
4717558.559,4717566.821,8.263
4719711.819,4719720.086,8.267
4723120.096,4723128.355,8.259
4725273.356,4725281.623,8.267
4728681.629,4728689.894,8.265
4730834.893,4730843.160,8.267
4734243.169,4734251.427,8.259
4736396.431,4736404.697,8.267
4739804.702,4739812.964,8.262
4741957.968,4741966.234,8.266
4745366.238,4745374.498,8.260
4747519.505,4747527.772,8.266
4750927.774,4750936.036,8.261
4753081.042,4753089.309,8.266
4756489.314,4756497.576,8.261
4758642.580,4758650.846,8.266
4762050.847,4762059.112,8.265
4764204.117,4764212.383,8.266
4767612.387,4767620.648,8.261
4769765.656,4769773.920,8.264
4773173.920,4773182.184,8.264
4775327.191,4775335.457,8.266
4778735.460,4778743.720,8.260
4780888.728,4780896.994,8.266
4784296.993,4784305.254,8.260
4786450.265,4786458.531,8.266
4789858.532,4789866.789,8.256
4792011.802,4792020.068,8.266
4795420.065,4795428.328,8.263
4797573.339,4797581.604,8.266
4800981.604,4800989.864,8.259
4803134.876,4803143.141,8.266
4806543.138,4806551.397,8.259
4808696.413,4808704.678,8.265
4812104.674,4812112.935,8.261
4814257.949,4814266.215,8.265
4817666.210,4817674.468,8.259
4819819.486,4819827.752,8.265
4823227.745,4823236.006,8.260
4825381.023,4825389.288,8.265
4828789.284,4828797.539,8.255
4830942.560,4830950.825,8.265
4834350.820,4834359.075,8.255
4836504.096,4836512.361,8.265
4839912.356,4839920.613,8.258
4842065.633,4842073.898,8.265
4845473.888,4845482.149,8.261
4847627.170,4847635.434,8.265
4851035.427,4851043.681,8.254
4853188.706,4853196.971,8.265
4856596.963,4856605.216,8.254
4858750.243,4858758.507,8.265
4862158.498,4862166.752,8.255
4864311.779,4864320.044,8.265
4867720.033,4867728.288,8.254
4869873.316,4869881.580,8.264
4873281.569,4873289.826,8.256
4875434.852,4875443.116,8.264
4878843.105,4878851.358,8.253
4880996.388,4881004.653,8.264
4884404.637,4884412.896,8.259
4886557.925,4886566.189,8.264
4889966.176,4889974.431,8.256
4892119.461,4892127.725,8.264
4895527.708,4895535.963,8.255
4897680.997,4897689.261,8.264
4901089.246,4901097.501,8.255
4903242.533,4903250.797,8.264
4906650.778,4906659.033,8.255
4908804.070,4908812.333,8.264
4912212.317,4912220.571,8.255
4914365.606,4914373.869,8.264
4917773.852,4917782.106,8.255
4919927.142,4919935.405,8.264
4923335.384,4923343.638,8.254
4925488.678,4925496.941,8.264
4928896.922,4928905.173,8.251
4931050.214,4931058.477,8.263
4934458.457,4934466.707,8.250
4936611.750,4936620.013,8.263
4940019.992,4940028.245,8.254
4942173.286,4942181.549,8.264
4945581.526,4945589.780,8.253
4947734.821,4947743.085,8.263
4951143.058,4951151.314,8.257
4953296.357,4953304.620,8.263
4956704.596,4956712.849,8.253
4958857.895,4958866.156,8.261
4962266.131,4962274.380,8.249
4964419.429,4964427.696,8.268
4967827.663,4967835.916,8.253
4969980.964,4969989.227,8.263
4973389.197,4973397.449,8.252
4975542.502,4975550.763,8.260
4978950.729,4978958.982,8.252
4981104.035,4981112.298,8.263
4984512.269,4984520.521,8.252
4986665.571,4986673.836,8.265
4990073.803,4990082.055,8.252
4992227.106,4992235.369,8.262
4995635.338,4995643.589,8.251
4997788.642,4997796.904,8.262
5001196.869,5001205.123,8.254
5003350.177,5003358.439,8.262
5006758.406,5006766.654,8.249
5008911.712,5008919.974,8.262
5012319.937,5012328.191,8.254
5014473.247,5014481.510,8.262
5017881.471,5017889.725,8.254
5020034.783,5020043.045,8.262
5023443.008,5023451.259,8.250
5025596.318,5025604.580,8.262
5029004.539,5029012.793,8.253
5031157.853,5031166.115,8.262
5034566.076,5034574.323,8.247
5036719.388,5036727.650,8.262
5040127.610,5040135.860,8.250
5042280.923,5042289.184,8.262
5045689.142,5045697.391,8.249
5047842.458,5047850.719,8.262
5051250.675,5051258.924,8.249
5053403.993,5053412.254,8.261
5056812.212,5056820.461,8.249
5058965.527,5058973.789,8.261
5062373.742,5062381.994,8.252
5064527.062,5064535.323,8.261
5067935.279,5067943.527,8.249
5070088.600,5070096.858,8.258
5073496.812,5073505.058,8.245
5075650.131,5075658.392,8.261
5079058.346,5079066.594,8.248
5081211.666,5081219.927,8.261
5084619.879,5084628.127,8.248
5086773.200,5086781.461,8.261
5090181.409,5090189.656,8.247
5092334.735,5092342.996,8.261
5095742.941,5095751.191,8.250
5097896.269,5097904.530,8.261
5101304.476,5101312.722,8.246
5103457.804,5103466.064,8.261
5106866.010,5106874.254,8.245
5109019.338,5109027.598,8.261
5112427.542,5112435.789,8.247
5114580.872,5114589.133,8.260
5117989.075,5117997.322,8.247
5120142.406,5120150.667,8.260
5123550.611,5123558.855,8.244
5125703.940,5125712.201,8.260
5129112.141,5129120.387,8.246
5131265.474,5131273.735,8.260
5134673.674,5134681.923,8.249
5136827.008,5136835.268,8.260
5140235.209,5140243.455,8.246
5142388.542,5142396.802,8.260
5145796.742,5145804.988,8.245
5147950.076,5147958.336,8.260
5151358.275,5151366.520,8.245
5153511.614,5153519.873,8.258
5156919.803,5156928.052,8.249
5159073.144,5159081.403,8.260
5162481.340,5162489.580,8.241
5164634.677,5164642.937,8.260
5168042.872,5168051.114,8.241
5170196.211,5170204.470,8.260
5173604.404,5173612.649,8.244
5175757.744,5175766.004,8.259
5179165.932,5179174.176,8.244
5181319.278,5181327.537,8.259

Statistics
"Min Duration",5162481.340,5162489.580,8.241
"Max Duration",1794359.262,1795666.076,1306.814
"Mean Duration",,,9.012
"Total Duration",,,16806.921


"Start Time (EpSec)","Stop Time (EpSec)","Duration (sec)"
1420.415,3567.119,2146.703
6981.807,9128.505,2146.699
12543.200,14689.894,2146.694
18104.590,20251.284,2146.693
23665.983,25812.673,2146.690
29227.376,31374.062,2146.687
34788.770,36935.451,2146.681
40350.164,42496.841,2146.677
45911.558,48058.232,2146.674
51472.953,53619.623,2146.670
57034.347,59181.014,2146.667
62595.742,64742.409,2146.666
68157.137,70303.800,2146.663
73718.533,75865.192,2146.659
79279.929,81426.585,2146.656
84841.326,86987.978,2146.652
90402.723,92549.372,2146.649
95964.120,98110.765,2146.645
101525.518,103672.160,2146.642
107086.916,109233.554,2146.639
112648.314,114794.949,2146.635
118209.713,120356.345,2146.632
123771.112,125917.741,2146.628
129332.512,131479.137,2146.625
134893.912,137040.533,2146.621
140455.312,142601.930,2146.618
146016.713,148163.327,2146.614
151578.114,153724.725,2146.611
157139.515,159286.123,2146.607
162700.917,164847.521,2146.604
168262.319,170408.920,2146.600
173823.722,175970.319,2146.597
179385.125,181531.718,2146.593
184946.528,187093.118,2146.590
190507.929,192654.518,2146.589
196069.336,198215.918,2146.583
201630.740,203777.319,2146.579
207192.145,209338.720,2146.575
212753.550,214900.123,2146.573
218314.955,220461.523,2146.568
223876.361,226022.926,2146.565
229437.767,231584.328,2146.561
234999.173,237145.731,2146.558
240560.580,242707.134,2146.554
246121.987,248268.538,2146.551
251683.395,253829.942,2146.547
257244.803,259391.346,2146.543
262806.211,264952.751,2146.540
268367.620,270514.156,2146.536
273929.029,276075.561,2146.533
279490.438,281636.967,2146.529
285051.848,287198.373,2146.525
290613.258,292759.781,2146.523
296174.668,298321.187,2146.518
301736.079,303882.594,2146.515
307297.490,309444.001,2146.511
312858.902,315005.409,2146.507
318420.313,320566.817,2146.504
323981.726,326128.226,2146.500
329543.138,331689.635,2146.497
335104.551,337251.044,2146.493
340665.964,342812.454,2146.489
346227.378,348373.863,2146.486
351788.792,353935.274,2146.482
357350.206,359496.683,2146.478
362911.621,365058.095,2146.475
368473.036,370619.507,2146.471
374034.451,376180.918,2146.467
379595.867,381742.330,2146.464
385157.283,387303.743,2146.460
390718.699,392865.157,2146.458
396280.116,398426.570,2146.454
401841.533,403987.982,2146.449
407402.950,409549.396,2146.446
412964.368,415110.810,2146.442
418525.786,420672.224,2146.438
424087.204,426233.639,2146.435
429648.620,431795.054,2146.434
435210.040,437356.469,2146.430
440771.462,442917.885,2146.424
446332.881,448479.301,2146.420
451894.302,454040.718,2146.416
457455.722,459602.134,2146.412
463017.143,465163.552,2146.409
468578.564,470724.969,2146.405
474139.985,476286.387,2146.401
479701.407,481847.806,2146.399
485262.829,487409.224,2146.394
490824.249,492970.642,2146.393
496385.675,498532.061,2146.387
501947.098,504093.481,2146.383
507508.522,509654.901,2146.379
513069.945,515216.321,2146.376
518631.370,520777.742,2146.372
524192.794,526339.162,2146.368
529754.219,531900.585,2146.366
535315.644,537462.005,2146.361
540877.070,543023.428,2146.358
546438.496,548584.849,2146.353
551999.922,554146.271,2146.350
557561.348,559707.694,2146.346
563122.775,565269.117,2146.342
568684.202,570830.541,2146.338
574245.630,576391.965,2146.335
579807.058,581953.389,2146.331
585368.486,587514.813,2146.327
590929.915,593076.238,2146.324
596491.343,598637.663,2146.320
602052.773,604199.089,2146.316
607614.202,609760.515,2146.312
613175.632,615321.942,2146.310
618737.062,620883.367,2146.305
624298.493,626444.794,2146.301
629859.923,632006.221,2146.298
635421.355,637567.648,2146.294
640982.786,643129.076,2146.290
646544.218,648690.504,2146.286
652105.650,654251.933,2146.283
657667.082,659813.361,2146.279
663228.515,665374.790,2146.275
668789.948,670936.220,2146.271
674351.382,676497.649,2146.268
679912.816,682059.079,2146.264
685474.250,687620.510,2146.260
691035.684,693181.940,2146.256
696597.119,698743.373,2146.254
702158.554,704304.802,2146.248
707719.989,709866.234,2146.245
713281.422,715427.666,2146.244
718842.861,720989.099,2146.238
724404.297,726550.531,2146.234
729965.734,732111.964,2146.230
735527.171,737673.399,2146.228
741088.608,743234.831,2146.223
746650.046,748796.265,2146.219
752211.483,754357.699,2146.215
757772.922,759919.133,2146.212
763334.360,765480.568,2146.208
768895.799,771042.003,2146.204
774457.238,776603.439,2146.200
780018.678,782164.874,2146.197
785580.115,787726.310,2146.196
791141.558,793287.747,2146.189
796702.998,798849.184,2146.185
802264.439,804410.621,2146.182
807825.880,809972.058,2146.178
813387.321,815533.495,2146.174
818948.763,821094.933,2146.171
824510.205,826656.371,2146.166
830071.647,832217.810,2146.163
835633.090,837779.249,2146.159
841194.533,843340.688,2146.156
846755.976,848902.128,2146.152
852317.419,854463.568,2146.148
857878.863,860025.008,2146.144
863440.307,865586.448,2146.141
869001.752,871147.889,2146.137
874563.197,876709.330,2146.133
880124.642,882270.771,2146.130
885686.087,887832.213,2146.126
891247.533,893393.655,2146.122
896808.979,898955.097,2146.118
902370.425,904516.540,2146.115
907931.872,910077.982,2146.111
913493.318,915639.426,2146.107
919054.766,921200.869,2146.103
924616.213,926762.313,2146.100
930177.661,932323.757,2146.096
935739.109,937885.201,2146.092
941300.555,943446.646,2146.091
946862.006,949008.091,2146.085
952423.455,954569.536,2146.081
957984.904,960130.982,2146.077
963546.354,965692.428,2146.074
969107.804,971253.874,2146.070
974669.254,976815.320,2146.066
980230.702,982376.767,2146.065
985792.155,987938.214,2146.059
991353.606,993499.662,2146.055
996915.058,999061.109,2146.052
1002476.510,1004622.557,2146.048
1008037.962,1010184.006,2146.044
1013599.414,1015745.454,2146.040
1019160.866,1021306.904,2146.038
1024722.319,1026868.352,2146.033
1030283.772,1032429.802,2146.029
1035845.226,1037991.251,2146.026
1041406.679,1043552.702,2146.022
1046968.134,1049114.151,2146.017
1052529.589,1054675.601,2146.012
1058091.044,1060237.052,2146.008
1063652.499,1065798.503,2146.005
1069213.954,1071359.955,2146.001
1074775.409,1076921.407,2145.997
1080336.865,1082482.859,2145.994
1085898.321,1088044.311,2145.990
1091459.777,1093605.764,2145.986
1097021.234,1099167.217,2145.983
1102582.691,1104728.670,2145.979
1108144.148,1110290.124,2145.975
1113705.606,1115851.577,2145.972
1119267.063,1121413.031,2145.968
1124828.521,1126974.486,2145.965
1130389.980,1132535.941,2145.961
1135951.438,1138097.396,2145.957
1141512.897,1143658.851,2145.954
1147074.356,1149220.306,2145.950
1152635.816,1154781.762,2145.946
1158197.276,1160343.218,2145.943
1163758.736,1165904.675,2145.939
1169320.196,1171466.131,2145.935
1174881.657,1177027.588,2145.932
1180443.117,1182589.046,2145.928
1186004.579,1188150.503,2145.925
1191566.040,1193711.961,2145.921
1197127.502,1199273.419,2145.917
1202688.964,1204834.877,2145.914
1208250.426,1210396.336,2145.910
1213811.888,1215957.795,2145.906
1219373.351,1221519.254,2145.903
1224934.814,1227080.714,2145.899
1230496.278,1232642.173,2145.896
1236057.741,1238203.633,2145.892
1241619.205,1243765.094,2145.889
1247180.669,1249326.554,2145.885
1252742.134,1254888.015,2145.881
1258303.599,1260449.476,2145.878
1263865.064,1266010.938,2145.874
1269426.529,1271572.399,2145.871
1274987.994,1277133.862,2145.867
1280549.460,1282695.324,2145.863
1286110.926,1288256.786,2145.860
1291672.393,1293818.249,2145.856
1297233.859,1299379.712,2145.853
1302795.326,1304941.175,2145.849
1308356.793,1310502.639,2145.846
1313918.261,1316064.103,2145.842
1319479.728,1321625.567,2145.839
1325041.196,1327187.031,2145.835
1330602.665,1332748.496,2145.832
1336164.133,1338309.961,2145.828
1341725.602,1343871.426,2145.824
1347287.071,1349432.892,2145.821
1352848.540,1354994.358,2145.817
1358410.010,1360555.826,2145.816
1363971.480,1366117.290,2145.810
1369532.950,1371678.756,2145.807
1375094.420,1377240.223,2145.803
1380655.891,1382801.690,2145.800
1386217.361,1388363.158,2145.796
1391778.832,1393924.625,2145.793
1397340.304,1399486.093,2145.789
1402901.776,1405047.561,2145.786
1408463.247,1410609.030,2145.782
1414024.720,1416170.499,2145.779
1419586.192,1421731.970,2145.778
1425147.665,1427293.437,2145.772
1430709.138,1432854.906,2145.769
1436270.611,1438416.376,2145.765
1441832.084,1443977.846,2145.762
1447393.558,1449539.316,2145.758
1452955.032,1455100.787,2145.755
1458516.506,1460662.257,2145.751
1464077.980,1466223.728,2145.748
1469639.455,1471785.200,2145.744
1475200.930,1477346.671,2145.741
1480762.405,1482908.143,2145.738
1486323.881,1488469.615,2145.734
1491885.356,1494031.090,2145.733
1497446.832,1499592.560,2145.727
1503008.309,1505154.033,2145.724
1508569.785,1510715.506,2145.721
1514131.262,1516276.979,2145.717
1519692.739,1521838.453,2145.714
1525254.216,1527399.926,2145.710
1530815.693,1532961.400,2145.707
1536377.171,1538522.875,2145.704
1541938.649,1544084.349,2145.700
1547500.127,1549645.824,2145.697
1553061.606,1555207.299,2145.694
1558623.084,1560768.775,2145.690
1564184.563,1566330.250,2145.687
1569746.043,1571891.726,2145.683
1575307.522,1577453.202,2145.680
1580869.002,1583014.678,2145.677
1586430.482,1588576.155,2145.673
1591991.962,1594137.632,2145.670
1597553.442,1599699.109,2145.667
1603114.923,1605260.586,2145.663
1608676.404,1610822.064,2145.660
1614237.885,1616383.542,2145.657
1619799.366,1621945.020,2145.654
1625360.848,1627506.498,2145.650
1630922.329,1633067.976,2145.647
1636483.811,1638629.455,2145.644
1642045.294,1644190.934,2145.640
1647606.776,1649752.413,2145.637
1653168.259,1655313.893,2145.634
1658729.742,1660875.373,2145.631
1664291.225,1666436.853,2145.627
1669852.709,1671998.333,2145.624
1675414.189,1677559.813,2145.625
1680975.676,1683121.294,2145.618
1686537.161,1688682.775,2145.614
1692098.645,1694244.256,2145.611
1697660.130,1699805.737,2145.608
1703221.614,1705367.219,2145.605
1708783.099,1710928.701,2145.601
1714344.585,1716490.183,2145.598
1719906.070,1722051.666,2145.595
1725467.556,1727613.148,2145.592
1731029.042,1733174.631,2145.589
1736590.528,1738736.114,2145.586
1742152.015,1744297.597,2145.582
1747713.502,1749859.081,2145.579
1753274.988,1755420.564,2145.576
1758836.476,1760982.048,2145.573
1764397.963,1766543.533,2145.570
1769959.451,1772105.017,2145.567
1775520.938,1777666.502,2145.563
1781082.426,1783227.987,2145.560
1786643.915,1788789.472,2145.557
1792205.403,1794350.957,2145.554
1797766.892,1799912.443,2145.551
1803328.381,1805473.929,2145.548
1808889.870,1811035.417,2145.547
1814451.359,1816596.901,2145.542
1820012.849,1822158.387,2145.538
1825574.339,1827719.874,2145.535
1831135.829,1833281.361,2145.532
1836697.319,1838842.848,2145.529
1842258.809,1844404.336,2145.526
1847820.300,1849965.823,2145.523
1853381.791,1855527.311,2145.520
1858943.282,1861088.799,2145.517
1864504.773,1866650.287,2145.514
1870066.265,1872211.776,2145.511
1875627.757,1877773.267,2145.510
1881189.249,1883334.754,2145.505
1886750.741,1888896.243,2145.502
1892312.233,1894457.732,2145.499
1897873.726,1900019.222,2145.496
1903435.219,1905580.712,2145.493
1908996.712,1911142.202,2145.490
1914558.205,1916703.692,2145.487
1920119.698,1922265.182,2145.484
1925681.192,1927826.673,2145.481
1931242.686,1933388.164,2145.478
1936804.180,1938949.655,2145.475
1942365.674,1944511.146,2145.472
1947927.169,1950072.638,2145.469
1953488.664,1955634.130,2145.466
1959050.158,1961195.622,2145.463
1964611.654,1966757.114,2145.460
1970173.149,1972318.606,2145.457
1975734.644,1977880.101,2145.457
1981296.140,1983441.592,2145.452
1986857.636,1989003.085,2145.449
1992419.129,1994564.578,2145.449
1997980.629,2000126.071,2145.443
2003542.125,2005687.565,2145.440
2009103.618,2011249.059,2145.441
2014665.119,2016810.553,2145.434
2020226.616,2022372.047,2145.431
2025788.113,2027933.542,2145.429
2031349.611,2033495.036,2145.426
2036911.109,2039056.531,2145.423
2042472.606,2044618.026,2145.420
2048034.105,2050179.522,2145.417
2053595.603,2055741.017,2145.414
2059157.101,2061302.513,2145.412
2064718.600,2066864.009,2145.409
2070280.099,2072425.505,2145.406
2075841.598,2077987.001,2145.403
2081403.098,2083548.498,2145.400
2086964.597,2089109.995,2145.398
2092526.097,2094671.492,2145.395
2098087.597,2100232.989,2145.392
2103649.097,2105794.486,2145.389
2109210.597,2111355.986,2145.389
2114772.097,2116917.481,2145.384
2120333.598,2122478.979,2145.381
2125895.099,2128040.477,2145.378
2131456.600,2133601.976,2145.376
2137018.101,2139163.474,2145.373
2142579.599,2144724.973,2145.374
2148141.104,2150286.472,2145.368
2153702.606,2155847.971,2145.365
2159264.108,2161409.470,2145.362
2164825.610,2166970.970,2145.360
2170387.112,2172532.469,2145.357
2175948.615,2178093.969,2145.354
2181510.118,2183655.469,2145.352
2187071.616,2189216.970,2145.353
2192633.119,2194778.470,2145.351
2198194.627,2200339.971,2145.344
2203756.130,2205901.471,2145.341
2209317.634,2211462.973,2145.338
2214879.138,2217024.474,2145.336
2220440.642,2222585.975,2145.333
2226002.146,2228147.477,2145.331
2231563.650,2233708.978,2145.328
2237125.155,2239270.480,2145.326
2242686.660,2244831.983,2145.323
2248248.164,2250393.485,2145.320
2253809.670,2255954.987,2145.318
2259371.175,2261516.490,2145.315
2264932.680,2267077.993,2145.313
2270494.186,2272639.499,2145.313
2276055.692,2278200.999,2145.308
2281617.194,2283762.503,2145.308
2287178.704,2289324.006,2145.303
2292740.210,2294885.510,2145.300
2298301.716,2300447.014,2145.298
2303863.223,2306008.518,2145.295
2309424.730,2311570.023,2145.293
2314986.237,2317131.527,2145.290
2320547.744,2322693.032,2145.288
2326109.251,2328254.537,2145.285
2331670.756,2333816.042,2145.286
2337232.267,2339377.547,2145.281
2342793.774,2344939.053,2145.278
2348355.282,2350500.558,2145.276
2353916.787,2356062.064,2145.277
2359478.295,2361623.570,2145.275
2365039.807,2367185.076,2145.269
2370601.316,2372746.582,2145.266
2376162.825,2378308.089,2145.264
2381724.334,2383869.595,2145.261
2387285.843,2389431.102,2145.259
2392847.353,2394992.609,2145.257
2398408.862,2400554.116,2145.254
2403970.372,2406115.624,2145.252
2409531.882,2411677.131,2145.250
2415093.392,2417238.639,2145.247
2420654.902,2422800.147,2145.245
2426216.412,2428361.657,2145.245
2431777.923,2433923.163,2145.241
2437339.433,2439484.671,2145.238
2442900.944,2445046.180,2145.236
2448462.455,2450607.691,2145.236
2454023.966,2456169.198,2145.231
2459585.477,2461730.707,2145.229
2465146.989,2467292.216,2145.227
2470708.500,2472853.725,2145.225
2476270.012,2478415.235,2145.223
2481831.524,2483976.744,2145.220
2487393.036,2489538.254,2145.218
2492954.548,2495099.764,2145.216
2498516.061,2500661.274,2145.214
2504077.573,2506222.785,2145.212
