Time [s],Channel 1,Channel 2
0.000080562,-0.017,-0.006
0.000112562,-0.017,-0.001
0.000144562,-0.017,-0.006
0.000176562,-0.017,-0.006
0.000208562,-0.017,-0.006
0.000240562,-0.017,-0.006
0.000272562,-0.017,-0.006
0.000304562,-0.017,-0.006
0.000336562,-0.017,-0.001
0.000368562,-0.012,-0.006
0.000400562,-0.017,-0.006
0.000432562,-0.017,-0.006
0.000464562,-0.017,-0.006
0.000496562,-0.017,-0.006
0.000528562,-0.017,-0.001
0.000560562,-0.022,-0.006
0.000592562,-0.017,-0.006
0.000624562,-0.017,-0.006
0.000656562,-0.017,-0.001
0.000688562,-0.017,-0.001
0.000720562,-0.017,-0.006
0.000752562,-0.017,-0.006
0.000784562,-0.017,-0.006
0.000816562,-0.017,-0.006
0.000848562,-0.017,-0.001
0.000880562,-0.012,-0.006
0.000912562,-0.017,-0.006
0.000944562,-0.017,-0.006
0.000976562,-0.017,-0.001
0.001008562,-0.017,-0.006
0.001040562,-0.017,-0.006
0.001072562,-0.017,-0.006
0.001104562,-0.017,-0.006
0.001136562,-0.017,-0.001
0.001168562,-0.017,-0.006
0.001200562,-0.022,-0.006
0.001232562,-0.017,-0.006
0.001264562,-0.017,-0.006
0.001296562,-0.017,-0.006
0.001328562,-0.017,-0.006
0.001360562,-0.017,-0.006
0.001392562,-0.017,-0.006
0.001424562,-0.017,-0.006
0.001456562,-0.017,-0.006
0.001488562,-0.017,-0.006
0.001520562,-0.017,-0.006
0.001552562,-0.017,-0.006
0.001584562,-0.017,-0.006
0.001616562,-0.022,-0.006
0.001648562,-0.017,-0.006
0.001680562,-0.012,-0.006
0.001712562,-0.017,-0.006
0.001744562,-0.017,-0.006
0.001776562,-0.017,-0.001
0.001808562,-0.017,-0.001
0.001840562,-0.017,-0.006
0.001872562,-0.017,-0.006
0.001904562,-0.017,-0.006
0.001936562,-0.017,-0.006
0.001968562,-0.017,-0.006
0.002000562,-0.017,-0.006
0.002032562,-0.017,-0.006
0.002064562,-0.017,-0.006
0.002096562,-0.017,-0.006
0.002128562,-0.017,-0.006
0.002160562,-0.017,-0.006
0.002192562,-0.017,-0.006
0.002224562,-0.017,-0.006
0.002256562,-0.017,-0.006
0.002288562,-0.017,-0.006
0.002320562,-0.017,-0.006
0.002352562,-0.017,-0.006
0.002384562,-0.017,-0.006
0.002416562,-0.017,-0.006
0.002448562,-0.017,-0.006
0.002480562,-0.017,-0.006
0.002512562,-0.017,-0.006
0.002544562,-0.017,-0.006
0.002576562,-0.017,-0.006
0.002608562,-0.017,-0.006
0.002640562,-0.017,-0.006
0.002672562,-0.017,-0.006
0.002704562,-0.017,-0.006
0.002736562,-0.017,-0.006
0.002768562,-0.017,-0.006
0.002800562,-0.017,-0.006
0.002832562,-0.017,-0.001
0.002864562,-0.017,-0.006
0.002896562,-0.022,-0.006
0.002928562,-0.022,-0.006
0.002960562,-0.017,-0.006
0.002992562,-0.017,-0.006
0.003024562,-0.017,-0.006
0.003056562,-0.017,-0.006
0.003088562,-0.017,-0.006
0.003120562,-0.017,-0.006
0.003152562,-0.017,-0.006
0.003184562,-0.017,-0.006
0.003216562,-0.022,-0.006
0.003248562,-0.017,-0.006
0.003280562,-0.017,-0.006
0.003312562,-0.017,-0.006
0.003344562,-0.017,-0.006
0.003376562,-0.022,-0.006
0.003408562,-0.012,-0.006
0.003440562,-0.012,-0.006
0.003472562,-0.012,-0.006
0.003504562,-0.012,-0.006
0.003536562,-0.017,-0.006
0.003568562,-0.012,-0.006
0.003600562,-0.017,-0.011
0.003632562,-0.017,-0.006
0.003664562,-0.017,-0.006
0.003696562,-0.017,-0.006
0.003728562,-0.007,-0.006
0.003760562,-0.012,-0.006
0.003792562,-0.012,-0.006
0.003824562,-0.017,-0.001
0.003856562,-0.007,-0.006
0.003888562,-0.012,-0.006
0.003920562,-0.012,-0.001
0.003952562,-0.017,-0.001
0.003984562,-0.012,-0.001
0.004016562,-0.012,-0.001
0.004048562,-0.012,-0.006
0.004080562,-0.017,-0.006
0.004112562,-0.007,-0.001
0.004144562,-0.012,-0.006
0.004176562,-0.012,-0.006
0.004208562,-0.012,-0.001
0.004240562,-0.012,-0.001
0.004272562,-0.017,-0.006
0.004304562,-0.012,-0.006
0.004336562,-0.012,-0.006
0.004368562,-0.017,-0.006
0.004400562,-0.017,-0.001
0.004432562,-0.012,-0.001
0.004464562,-0.017,-0.001
0.004496562,-0.007,-0.006
0.004528562,-0.012,-0.006
0.004560562,-0.012,-0.006
0.004592562,-0.017,-0.001
0.004624562,-0.017,-0.006
0.004656562,-0.017,-0.001
0.004688562,-0.012,-0.006
0.004720562,-0.017,-0.006
0.004752562,-0.017,-0.001
0.004784562,-0.017,-0.001
0.004816562,-0.012,-0.006
0.004848562,-0.017,-0.006
0.004880562,-0.017,-0.006
0.004912562,-0.012,-0.006
0.004944562,-0.012,-0.001
0.004976562,-0.007,-0.006
0.005008562,-0.017,-0.006
0.005040562,-0.012,-0.006
0.005072562,-0.012,-0.006
0.005104562,-0.012,-0.001
0.005136562,-0.012,-0.006
0.005168562,-0.012,-0.001
0.005200562,-0.012,-0.001
0.005232562,-0.017,-0.001
0.005264562,-0.007,-0.006
0.005296562,-0.012,-0.001
0.005328562,-0.012,-0.006
0.005360562,-0.007,-0.001
0.005392562,-0.017,-0.001
0.005424562,-0.017,-0.001
0.005456562,-0.012,-0.006
0.005488562,-0.007,-0.006
0.005520562,-0.017,-0.006
0.005552562,-0.017,-0.001
0.005584562,-0.017,-0.001
0.005616562,-0.012,0.004
0.005648562,-0.007,-0.006
0.005680562,-0.007,-0.006
0.005712562,-0.017,-0.001
0.005744562,-0.017,-0.006
0.005776562,-0.012,-0.001
0.005808562,-0.012,-0.001
0.005840562,-0.007,-0.001
0.005872562,-0.012,-0.001
0.005904562,-0.012,-0.006
0.005936562,-0.007,-0.006
0.005968562,-0.017,-0.001
0.006000562,-0.012,-0.001
0.006032562,-0.012,-0.001
0.006064562,-0.007,-0.001
0.006096562,-0.012,-0.001
0.006128562,-0.012,-0.001
0.006160562,-0.007,-0.006
0.006192562,-0.007,-0.006
0.006224562,-0.012,-0.001
0.006256562,-0.012,0.004
0.006288562,-0.007,-0.001
0.006320562,-0.007,-0.001
0.006352562,-0.007,-0.001
0.006384562,-0.017,-0.001
0.006416562,-0.017,0.004
0.006448562,-0.017,0.004
0.006480562,-0.017,0.004
0.006512562,-0.017,-0.001
0.006544562,-0.017,0.004
0.006576562,-0.017,-0.001
0.006608562,-0.017,-0.001
0.006640562,-0.017,-0.001
0.006672562,-0.017,-0.001
0.006704562,-0.017,-0.001
0.006736562,-0.017,-0.001
0.006768562,-0.017,-0.001
0.006800562,-0.017,-0.001
0.006832562,-0.022,-0.001
0.006864562,-0.017,-0.001
0.006896562,-0.017,-0.001
0.006928562,-0.017,-0.006
0.006960562,-0.022,-0.006
0.006992562,-0.022,-0.001
0.007024562,-0.022,-0.006
0.007056562,-0.022,-0.001
0.007088562,-0.022,-0.006
0.007120562,-0.017,-0.006
0.007152562,-0.017,-0.006
0.007184562,-0.017,-0.006
0.007216562,-0.017,-0.011
0.007248562,-0.017,-0.006
0.007280562,-0.022,-0.006
0.007312562,-0.022,-0.006
0.007344562,-0.022,-0.006
0.007376562,-0.022,-0.006
0.007408562,-0.017,-0.011
0.007440562,-0.017,-0.006
0.007472562,-0.017,-0.006
0.007504562,-0.017,-0.011
0.007536562,-0.017,-0.006
0.007568562,-0.022,-0.006
0.007600562,-0.017,-0.006
0.007632562,-0.017,-0.006
0.007664562,-0.017,-0.006
0.007696562,-0.017,-0.006
0.007728562,-0.022,-0.006
0.007760562,-0.017,-0.006
0.007792562,-0.022,-0.011
0.007824562,-0.017,-0.006
0.007856562,-0.022,-0.006
0.007888562,-0.017,-0.006
0.007920562,-0.022,-0.006
0.007952562,-0.017,-0.006
0.007984562,-0.017,-0.006
0.008016562,-0.022,-0.006
0.008048562,-0.017,-0.006
0.008080562,-0.022,-0.006
0.008112562,-0.017,-0.006
0.008144562,-0.017,-0.006
0.008176562,-0.022,-0.006
0.008208562,-0.017,-0.011
0.008240562,-0.017,-0.006
0.008272562,-0.017,-0.006
0.008304562,-0.022,-0.006
0.008336562,-0.017,-0.006
0.008368562,-0.017,-0.006
0.008400562,-0.017,-0.006
0.008432562,-0.017,-0.006
0.008464562,-0.022,-0.006
0.008496562,-0.017,-0.006
0.008528562,-0.017,-0.006
0.008560562,-0.017,-0.006
0.008592562,-0.017,-0.006
0.008624562,-0.022,-0.006
0.008656562,-0.017,-0.006
0.008688562,-0.017,-0.006
0.008720562,-0.017,-0.006
0.008752562,-0.017,-0.006
0.008784562,-0.017,-0.006
0.008816562,-0.017,-0.006
0.008848562,-0.017,-0.006
0.008880562,-0.017,-0.006
0.008912562,-0.017,-0.006
0.008944562,-0.017,-0.006
0.008976562,-0.022,-0.006
0.009008562,-0.017,-0.006
0.009040562,-0.017,-0.006
0.009072562,-0.017,-0.001
0.009104562,-0.017,-0.006
0.009136562,-0.017,-0.006
0.009168562,-0.017,-0.006
0.009200562,-0.017,-0.006
0.009232562,-0.017,-0.006
0.009264562,-0.017,-0.006
0.009296562,-0.022,-0.006
0.009328562,-0.017,-0.006
0.009360562,-0.022,-0.006
0.009392562,-0.022,-0.006
0.009424562,-0.017,-0.006
0.009456562,-0.017,-0.006
0.009488562,-0.017,-0.006
0.009520562,-0.017,-0.006
0.009552562,-0.022,-0.006
0.009584562,-0.017,-0.006
0.009616562,-0.017,-0.006
0.009648562,-0.017,-0.001
0.009680562,-0.017,-0.006
0.009712562,-0.017,-0.006
0.009744562,-0.017,-0.011
0.009776562,-0.017,-0.006
0.009808562,-0.017,-0.006
0.009840562,-0.022,-0.006
0.009872562,-0.017,-0.006
0.009904562,-0.022,-0.006
0.009936562,-0.017,-0.006
0.009968562,-0.017,-0.006
0.010000562,-0.017,-0.006
0.010032562,-0.017,-0.006
0.010064562,-0.022,-0.006
0.010096562,-0.017,-0.006
0.010128562,-0.017,-0.006
0.010160562,-0.017,-0.006
0.010192562,-0.017,-0.006
0.010224562,-0.017,-0.006
0.010256562,-0.017,-0.006
0.010288562,-0.022,-0.011
0.010320562,-0.017,-0.006
0.010352562,-0.022,-0.006
0.010384562,-0.022,-0.006
0.010416562,-0.017,-0.006
0.010448562,-0.017,-0.006
0.010480562,-0.017,-0.006
0.010512562,-0.022,-0.006
0.010544562,-0.017,-0.006
0.010576562,-0.022,-0.006
0.010608562,-0.022,-0.006
0.010640562,-0.022,-0.006
0.010672562,-0.017,-0.006
0.010704562,-0.017,-0.006
0.010736562,-0.022,-0.006
0.010768562,-0.022,-0.006
0.010800562,-0.017,-0.006
0.010832562,-0.022,-0.006
0.010864562,-0.017,-0.006
0.010896562,-0.017,-0.006
0.010928562,-0.017,-0.006
0.010960562,-0.022,-0.011
0.010992562,-0.017,-0.006
0.011024562,-0.017,-0.006
0.011056562,-0.022,-0.006
0.011088562,-0.017,-0.006
0.011120562,-0.017,-0.006
0.011152562,-0.017,-0.006
0.011184562,-0.017,-0.006
0.011216562,-0.017,-0.006
0.011248562,-0.017,-0.001
0.011280562,-0.017,-0.006
0.011312562,-0.017,-0.006
0.011344562,-0.017,-0.006
0.011376562,-0.017,-0.006
0.011408562,-0.017,-0.006
0.011440562,-0.017,-0.006
0.011472562,-0.017,-0.006
0.011504562,-0.017,-0.006
0.011536562,-0.022,-0.006
0.011568562,-0.017,-0.011
0.011600562,-0.017,-0.006
0.011632562,-0.017,-0.001
0.011664562,-0.022,-0.006
0.011696562,-0.017,-0.006
0.011728562,-0.022,-0.006
0.011760562,-0.022,-0.006
0.011792562,-0.017,-0.006
0.011824562,-0.017,-0.006
0.011856562,-0.022,-0.006
0.011888562,-0.022,-0.006
0.011920562,-0.017,-0.006
0.011952562,-0.017,-0.006
0.011984562,-0.017,-0.006
0.012016562,-0.022,-0.006
0.012048562,-0.022,-0.006
0.012080562,-0.022,-0.006
0.012112562,-0.017,-0.006
0.012144562,-0.017,-0.006
0.012176562,-0.017,-0.006
0.012208562,-0.017,-0.006
0.012240562,-0.017,-0.006
0.012272562,-0.017,-0.006
0.012304562,-0.017,-0.006
0.012336562,-0.022,-0.006
0.012368562,-0.017,-0.006
0.012400562,-0.022,-0.006
0.012432562,-0.017,-0.006
0.012464562,-0.017,-0.006
0.012496562,-0.017,-0.001
0.012528562,-0.017,-0.006
0.012560562,-0.017,-0.006
0.012592562,-0.017,-0.006
0.012624562,-0.017,-0.006
0.012656562,-0.022,-0.006
0.012688562,-0.017,-0.006
0.012720562,-0.017,-0.006
0.012752562,-0.022,-0.006
0.012784562,-0.017,-0.006
0.012816562,-0.022,-0.006
0.012848562,-0.017,-0.006
0.012880562,-0.017,-0.006
0.012912562,-0.017,-0.006
0.012944562,-0.017,-0.006
0.012976562,-0.022,-0.006
0.013008562,-0.022,-0.006
0.013040562,-0.022,-0.006
0.013072562,-0.017,-0.001
0.013104562,-0.017,-0.006
0.013136562,-0.017,-0.006
0.013168562,-0.022,-0.011
0.013200562,-0.017,-0.006
0.013232562,-0.022,-0.006
0.013264562,-0.022,-0.011
0.013296562,-0.017,-0.006
0.013328562,-0.017,-0.006
0.013360562,-0.017,-0.006
0.013392562,-0.017,-0.006
0.013424562,-0.017,-0.006
0.013456562,-0.022,-0.006
0.013488562,-0.022,-0.006
0.013520562,-0.017,-0.006
0.013552562,-0.017,-0.006
0.013584562,-0.017,-0.006
0.013616562,-0.017,-0.006
0.013648562,-0.017,-0.006
0.013680562,-0.017,-0.006
0.013712562,-0.022,-0.006
0.013744562,-0.017,-0.006
0.013776562,-0.017,-0.006
0.013808562,-0.017,-0.001
0.013840562,-0.017,-0.006
0.013872562,-0.017,-0.006
0.013904562,-0.017,-0.006
0.013936562,-0.017,-0.006
0.013968562,-0.017,-0.006
0.014000562,-0.022,-0.006
0.014032562,-0.017,-0.006
0.014064562,-0.017,-0.006
0.014096562,-0.017,-0.001
0.014128562,-0.017,-0.006
0.014160562,-0.022,-0.006
0.014192562,-0.017,-0.006
0.014224562,-0.017,-0.006
0.014256562,-0.017,-0.006
0.014288562,-0.017,-0.006
0.014320562,-0.022,-0.006
0.014352562,-0.017,-0.006
0.014384562,-0.017,-0.006
0.014416562,-0.017,-0.006
0.014448562,-0.017,-0.006
0.014480562,-0.022,-0.006
0.014512562,-0.017,-0.006
0.014544562,-0.017,-0.006
0.014576562,-0.022,-0.006
0.014608562,-0.017,-0.006
0.014640562,-0.022,-0.006
0.014672562,-0.017,-0.006
0.014704562,-0.022,-0.006
0.014736562,-0.017,-0.006
0.014768562,-0.017,-0.006
0.014800562,-0.022,-0.006
0.014832562,-0.017,-0.006
0.014864562,-0.022,-0.006
0.014896562,-0.017,-0.006
0.014928562,-0.022,-0.006
0.014960562,-0.017,-0.006
0.014992562,-0.022,-0.006
0.015024562,-0.017,-0.011
0.015056562,-0.017,-0.006
0.015088562,-0.022,-0.006
0.015120562,-0.022,-0.011
0.015152562,-0.017,-0.006
0.015184562,-0.017,-0.006
0.015216562,-0.017,-0.006
0.015248562,-0.017,-0.006
0.015280562,-0.017,-0.006
0.015312562,-0.017,-0.006
0.015344562,-0.022,-0.006
0.015376562,-0.017,-0.006
0.015408562,-0.017,-0.006
0.015440562,-0.017,-0.006
0.015472562,-0.022,-0.006
0.015504562,-0.017,-0.011
0.015536562,-0.017,-0.006
0.015568562,-0.022,-0.006
0.015600562,-0.017,-0.006
0.015632562,-0.017,-0.006
0.015664562,-0.022,-0.006
0.015696562,-0.022,-0.006
0.015728562,-0.017,-0.006
0.015760562,-0.017,-0.006
0.015792562,-0.022,-0.006
0.015824562,-0.022,-0.006
0.015856562,-0.022,-0.006
0.015888562,-0.017,-0.006
0.015920562,-0.017,-0.006
0.015952562,-0.017,-0.006
0.015984562,-0.017,-0.006
0.016016562,-0.022,-0.006
0.016048562,-0.022,-0.006
0.016080562,-0.017,-0.006
0.016112562,-0.022,-0.006
0.016144562,-0.017,-0.006
0.016176562,-0.017,-0.006
0.016208562,-0.017,-0.006
0.016240562,-0.017,-0.006
0.016272562,-0.017,-0.006
0.016304562,-0.017,-0.011
0.016336562,-0.022,-0.006
