Frame_Time_Budget_s,Frame_Energy_Budget_j
7.218720442068985,6.581350300252346
7.19743843488792,6.56322107284546
7.174786381470705,6.543894314550341
7.151977473736517,6.524401014519767
7.129144165096326,6.504853932817776
7.106298763493608,6.485263777731268
7.081824669987118,6.4642405786845485
7.060410881760498,6.4458145977676615
7.037702443300194,6.426245360428026
7.014833552726192,6.406506586338608
6.991942390809763,6.386717103337998
6.969045697247395,6.366891508613677
6.946146612116427,6.3470327384424765
6.9232460971774055,6.327141821492355
6.902234107732447,6.308864528705549
6.877528268350798,6.287343141683211
6.854618214114762,6.267352684877009
6.831734920613472,6.247355497983065
6.808856488493992,6.227332719098324
6.785983716974968,6.207285265059437
6.765018438211656,6.188884075122728
6.740422444088376,6.167266553745322
6.717543520245886,6.147126279025538
6.6965786810682815,6.128645716366678
6.672049279430862,6.106993888495594
6.649249432431118,6.086837512860049
6.628338884698728,6.068326726376236
6.603894543482883,6.046659208910962
6.581134832100416,6.026454415097277
6.56032409141986,6.007955651449949
6.535979706850232,5.986287946925303
6.515134030524581,5.967708171882215
6.490848101170872,5.946034391056921
6.470064652144575,5.92746061235626
6.445852991607192,5.905795788734938
6.425134737633038,5.887231535280165
6.402863517942038,5.867252300531868
6.37866003237556,5.845510451475783
6.35804800648873,5.826969622820264
6.334040748700893,5.8053484029508375
6.3135000064069,5.786824687546899
6.291499748250642,5.766962170495714
6.26932837515909,5.746920585116287
6.245401784852463,5.725263982667359
6.225017783871317,5.706789778826753
6.203202282760564,5.686996216881646
6.18125048528913,5.667055117909717
6.159339459120251,5.64712691986328
6.1356916267117665,5.625591688178662
6.1155177775023395,5.6071968511194346
6.093997841230406,5.587553390075453
6.072342321758908,5.567763222655614
6.050723577822352,5.547983460401229
6.029163570576452,5.528234385370663
6.007664692028195,5.508524941971284
5.986227629902891,5.48886923487094
5.964852043408636,5.469269637165674
5.943538427467177,5.449726838970543
5.922286933226329,5.430260732870488
5.901097360150881,5.4113347453265686
5.879970436617239,5.3926850138195395
5.86097756870888,5.375922784609348
5.838028080020685,5.3556486373698355
5.817065619320046,5.337104711982253
5.796198771146487,5.318622444936438
5.775396182703267,5.300174424526208
5.756700866384471,5.283576090454761
5.734166211480332,5.263546382797229
5.713526228566228,5.245176023744859
5.692984550132284,5.226871062098877
5.674569777446963,5.210442946386494
5.652378589289225,5.190623878146557
5.6339380590052865,5.174134136817611
5.6118914278865075,5.154397878619711
5.5916821511453545,5.136282844176018
5.573557762832535,5.120018791243414
5.551782848398421,5.100457748048937
5.533700572103199,5.084194322231151
5.512083678490016,5.064730788819281
5.494145030869539,5.048559758137708
5.472700406919673,5.029207533944167
5.454905262526181,5.013129687492782
5.433631977549584,4.99388896649944
5.415979050112512,4.977904003081794
5.394876419197781,4.9587751674981435
5.377364928622506,4.942883214405505
5.358400344885389,4.925655779578584
5.337379573685558,4.90653877929618
5.320077452363383,4.890785333102426
5.301357415594313,4.873724481278511
5.282473450192579,4.856496126019339
5.261875481715244,4.837682505289205
5.244867139399406,4.822129827132612
5.226456393239004,4.8052788698533675
5.2079282541189365,4.788302883941616
5.187681683865543,4.769731545783726
5.170956038301187,4.754372597787083
5.152924093240723,4.737799983981104
5.134762712295247,4.721102544105431
5.116663316801941,4.704461335192113
5.098651806883202,4.687900851961804
5.080729813717727,4.671422667496487
5.062897290514263,4.655058021342989
5.045153642681071,4.638970392658909
5.025743192421741,4.62139355185357
5.009653371797157,4.6068078758514766
4.992406483456883,4.59115871319681
4.9771254802046085,4.577280404511661
4.957751963636612,4.559668762329387
4.940524243525188,4.5439892417159795
4.923386399584718,4.528375579020781
4.9063333242780365,4.512823335413574
4.889364207561634,4.4973319628575945
4.872478730115578,4.481901359691292
4.855676407898822,4.466531269031017
4.8389567634117805,4.4512214362891624
4.824311786211647,4.437798867932039
4.805884493136466,4.420894227143753
4.789419094205602,4.40577214876512
4.773035712071523,4.390710623660719
4.756733449760324,4.375715273956821
4.742488859490649,4.362611799462604
